file,matched_term,row_index,row_text
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,101,nan | nan | nan | nan | nan | 1.0 | 101.0 | nan | nan | M01_LDA_faced_30ch | 0.4162946428571428 | 0.3927365922193213 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,102,nan | nan | nan | nan | nan | 1.0 | 102.0 | nan | nan | M01_LDA_faced_30ch | 0.3772321428571428 | 0.3296288547860759 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,103,nan | nan | nan | nan | nan | 1.0 | 103.0 | nan | nan | M01_LDA_faced_30ch | 0.4241071428571428 | 0.3620967300221768 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,104,nan | nan | nan | nan | nan | 1.0 | 104.0 | nan | nan | M01_LDA_faced_30ch | 0.4408482142857143 | 0.3926229394777088 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,105,nan | nan | nan | nan | nan | 1.0 | 105.0 | nan | nan | M01_LDA_faced_30ch | 0.3604910714285714 | 0.3214007992350436 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,106,nan | nan | nan | nan | nan | 1.0 | 106.0 | nan | nan | M01_LDA_faced_30ch | 0.421875 | 0.3874527893577931 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,107,nan | nan | nan | nan | nan | 1.0 | 107.0 | nan | nan | M01_LDA_faced_30ch | 0.4040178571428571 | 0.3573475201666151 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,108,nan | nan | nan | nan | nan | 1.0 | 108.0 | nan | nan | M01_LDA_faced_30ch | 0.4854910714285714 | 0.4358301519927084 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,109,nan | nan | nan | nan | nan | 1.0 | 109.0 | nan | nan | M01_LDA_faced_30ch | 0.3348214285714285 | 0.2680312994969319 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,110,nan | nan | nan | nan | nan | 1.0 | 11.0 | nan | nan | M01_LDA_faced_30ch | 0.4162946428571428 | 0.345036824252684 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,111,nan | nan | nan | nan | nan | 1.0 | 110.0 | nan | nan | M01_LDA_faced_30ch | 0.5066964285714286 | 0.4541750913637009 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,112,nan | nan | nan | nan | nan | 1.0 | 111.0 | nan | nan | M01_LDA_faced_30ch | 0.3638392857142857 | 0.3240428988053851 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,113,nan | nan | nan | nan | nan | 1.0 | 112.0 | nan | nan | M01_LDA_faced_30ch | 0.3839285714285714 | 0.3518037833193929 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,114,nan | nan | nan | nan | nan | 1.0 | 113.0 | nan | nan | M01_LDA_faced_30ch | 0.4341517857142857 | 0.3495786534451287 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,115,nan | nan | nan | nan | nan | 1.0 | 114.0 | nan | nan | M01_LDA_faced_30ch | 0.4285714285714285 | 0.3846987588878384 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,116,nan | nan | nan | nan | nan | 1.0 | 115.0 | nan | nan | M01_LDA_faced_30ch | 0.390625 | 0.3297576982683107 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,117,nan | nan | nan | nan | nan | 1.0 | 116.0 | nan | nan | M01_LDA_faced_30ch | 0.5145089285714286 | 0.4470388053381084 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,118,nan | nan | nan | nan | nan | 1.0 | 117.0 | nan | nan | M01_LDA_faced_30ch | 0.4765625 | 0.4055281192970665 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,119,nan | nan | nan | nan | nan | 1.0 | 118.0 | nan | nan | M01_LDA_faced_30ch | 0.3984375 | 0.3594955186008726 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,120,nan | nan | nan | nan | nan | 1.0 | 119.0 | nan | nan | M01_LDA_faced_30ch | 0.453125 | 0.3722945845978944 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,121,nan | nan | nan | nan | nan | 1.0 | 12.0 | nan | nan | M01_LDA_faced_30ch | 0.5078125 | 0.4750027685275826 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,122,nan | nan | nan | nan | nan | 1.0 | 120.0 | nan | nan | M01_LDA_faced_30ch | 0.3738839285714285 | 0.3351689102494515 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,123,nan | nan | nan | nan | nan | 1.0 | 121.0 | nan | nan | M01_LDA_faced_30ch | 0.4095982142857143 | 0.3539558717761111 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,124,nan | nan | nan | nan | nan | 1.0 | 122.0 | nan | nan | M01_LDA_faced_30ch | 0.4475446428571428 | 0.3640624032934628 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,125,nan | nan | nan | nan | nan | 1.0 | 123.0 | nan | nan | M01_LDA_faced_30ch | 0.4241071428571428 | 0.3542247116672138 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,126,nan | nan | nan | nan | nan | 1.0 | 13.0 | nan | nan | M01_LDA_faced_30ch | 0.3962053571428571 | 0.3428680825727425 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,127,nan | nan | nan | nan | nan | 1.0 | 14.0 | nan | nan | M01_LDA_faced_30ch | 0.4754464285714285 | 0.4354302012292394 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,128,nan | nan | nan | nan | nan | 1.0 | 15.0 | nan | nan | M01_LDA_faced_30ch | 0.5033482142857143 | 0.4461423596766337 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,129,nan | nan | nan | nan | nan | 1.0 | 16.0 | nan | nan | M01_LDA_faced_30ch | 0.4654017857142857 | 0.4219358813402274 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,130,nan | nan | nan | nan | nan | 1.0 | 17.0 | nan | nan | M01_LDA_faced_30ch | 0.4386160714285714 | 0.4231981170890826 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,131,nan | nan | nan | nan | nan | 1.0 | 18.0 | nan | nan | M01_LDA_faced_30ch | 0.4877232142857143 | 0.4468631778578582 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,132,nan | nan | nan | nan | nan | 1.0 | 19.0 | nan | nan | M01_LDA_faced_30ch | 0.4241071428571428 | 0.3579248586972808 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,133,nan | nan | nan | nan | nan | 1.0 | 20.0 | nan | nan | M01_LDA_faced_30ch | 0.4598214285714285 | 0.3905183590122865 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,134,nan | nan | nan | nan | nan | 1.0 | 21.0 | nan | nan | M01_LDA_faced_30ch | 0.4263392857142857 | 0.3962709264323351 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,135,nan | nan | nan | nan | nan | 1.0 | 22.0 | nan | nan | M01_LDA_faced_30ch | 0.4720982142857143 | 0.4396614741604239 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,136,nan | nan | nan | nan | nan | 1.0 | 23.0 | nan | nan | M01_LDA_faced_30ch | 0.3761160714285714 | 0.3272666742316044 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,137,nan | nan | nan | nan | nan | 1.0 | 24.0 | nan | nan | M01_LDA_faced_30ch | 0.3415178571428571 | 0.2237777142692462 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,138,nan | nan | nan | nan | nan | 1.0 | 25.0 | nan | nan | M01_LDA_faced_30ch | 0.4765625 | 0.4346849061605505 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,139,nan | nan | nan | nan | nan | 1.0 | 26.0 | nan | nan | M01_LDA_faced_30ch | 0.5033482142857143 | 0.4753743811979791 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,140,nan | nan | nan | nan | nan | 1.0 | 27.0 | nan | nan | M01_LDA_faced_30ch | 0.5044642857142857 | 0.4527408271778603 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,141,nan | nan | nan | nan | nan | 1.0 | 28.0 | nan | nan | M01_LDA_faced_30ch | 0.5178571428571429 | 0.504803860622485 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,142,nan | nan | nan | nan | nan | 1.0 | 29.0 | nan | nan | M01_LDA_faced_30ch | 0.5122767857142857 | 0.4951719906424625 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,143,nan | nan | nan | nan | nan | 1.0 | 30.0 | nan | nan | M01_LDA_faced_30ch | 0.4330357142857143 | 0.3602980461973077 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,144,nan | nan | nan | nan | nan | 1.0 | 31.0 | nan | nan | M01_LDA_faced_30ch | 0.1930803571428571 | 0.1466824787950865 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,145,nan | nan | nan | nan | nan | 1.0 | 32.0 | nan | nan | M01_LDA_faced_30ch | 0.4720982142857143 | 0.4134785209140572 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,146,nan | nan | nan | nan | nan | 1.0 | 33.0 | nan | nan | M01_LDA_faced_30ch | 0.3627232142857143 | 0.3351251050402154 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,147,nan | nan | nan | nan | nan | 1.0 | 34.0 | nan | nan | M01_LDA_faced_30ch | 0.5401785714285714 | 0.5209642344160605 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,148,nan | nan | nan | nan | nan | 1.0 | 35.0 | nan | nan | M01_LDA_faced_30ch | 0.5145089285714286 | 0.4620338749759736 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,149,nan | nan | nan | nan | nan | 1.0 | 36.0 | nan | nan | M01_LDA_faced_30ch | 0.4542410714285714 | 0.4084648368894807 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,150,nan | nan | nan | nan | nan | 1.0 | 37.0 | nan | nan | M01_LDA_faced_30ch | 0.3950892857142857 | 0.3454831364314608 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,151,nan | nan | nan | nan | nan | 1.0 | 38.0 | nan | nan | M01_LDA_faced_30ch | 0.5267857142857143 | 0.4710011713371563 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,152,nan | nan | nan | nan | nan | 1.0 | 39.0 | nan | nan | M01_LDA_faced_30ch | 0.4720982142857143 | 0.416647607513027 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,153,nan | nan | nan | nan | nan | 1.0 | 40.0 | nan | nan | M01_LDA_faced_30ch | 0.4352678571428571 | 0.3942854730202904 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,154,nan | nan | nan | nan | nan | 1.0 | 41.0 | nan | nan | M01_LDA_faced_30ch | 0.4821428571428571 | 0.4510291841719275 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,155,nan | nan | nan | nan | nan | 1.0 | 42.0 | nan | nan | M01_LDA_faced_30ch | 0.5167410714285714 | 0.4913801424966858 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,156,nan | nan | nan | nan | nan | 1.0 | 43.0 | nan | nan | M01_LDA_faced_30ch | 0.5435267857142857 | 0.4901211147833073 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,157,nan | nan | nan | nan | nan | 1.0 | 44.0 | nan | nan | M01_LDA_faced_30ch | 0.5915178571428571 | 0.5769976369828023 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,158,nan | nan | nan | nan | nan | 1.0 | 45.0 | nan | nan | M01_LDA_faced_30ch | 0.4419642857142857 | 0.3908940464722023 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,159,nan | nan | nan | nan | nan | 1.0 | 46.0 | nan | nan | M01_LDA_faced_30ch | 0.4810267857142857 | 0.4377406386902993 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,160,nan | nan | nan | nan | nan | 1.0 | 47.0 | nan | nan | M01_LDA_faced_30ch | 0.4564732142857143 | 0.4136349830114405 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,161,nan | nan | nan | nan | nan | 1.0 | 48.0 | nan | nan | M01_LDA_faced_30ch | 0.4486607142857143 | 0.4183836242844655 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,162,nan | nan | nan | nan | nan | 1.0 | 49.0 | nan | nan | M01_LDA_faced_30ch | 0.4241071428571428 | 0.3676978121314741 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,163,nan | nan | nan | nan | nan | 1.0 | 50.0 | nan | nan | M01_LDA_faced_30ch | 0.6294642857142857 | 0.6183152201547822 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,164,nan | nan | nan | nan | nan | 1.0 | 51.0 | nan | nan | M01_LDA_faced_30ch | 0.4587053571428571 | 0.4388786646922654 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,165,nan | nan | nan | nan | nan | 1.0 | 52.0 | nan | nan | M01_LDA_faced_30ch | 0.4453125 | 0.3527485340644698 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,166,nan | nan | nan | nan | nan | 1.0 | 53.0 | nan | nan | M01_LDA_faced_30ch | 0.4118303571428571 | 0.4062648189051747 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,167,nan | nan | nan | nan | nan | 1.0 | 54.0 | nan | nan | M01_LDA_faced_30ch | 0.4899553571428571 | 0.4785824633240765 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,168,nan | nan | nan | nan | nan | 1.0 | 55.0 | nan | nan | M01_LDA_faced_30ch | 0.4933035714285714 | 0.4533600434696132 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,169,nan | nan | nan | nan | nan | 1.0 | 56.0 | nan | nan | M01_LDA_faced_30ch | 0.4720982142857143 | 0.4202562955321471 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,170,nan | nan | nan | nan | nan | 1.0 | 57.0 | nan | nan | M01_LDA_faced_30ch | 0.4553571428571428 | 0.4090233515231379 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,171,nan | nan | nan | nan | nan | 1.0 | 58.0 | nan | nan | M01_LDA_faced_30ch | 0.4799107142857143 | 0.4091660593754939 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,172,nan | nan | nan | nan | nan | 1.0 | 59.0 | nan | nan | M01_LDA_faced_30ch | 0.3883928571428571 | 0.3530369159758664 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,173,nan | nan | nan | nan | nan | 1.0 | 60.0 | nan | nan | M01_LDA_faced_30ch | 0.46875 | 0.3899528374938651 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,174,nan | nan | nan | nan | nan | 1.0 | 61.0 | nan | nan | M01_LDA_faced_30ch | 0.4308035714285714 | 0.401768559021916 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,175,nan | nan | nan | nan | nan | 1.0 | 62.0 | nan | nan | M01_LDA_faced_30ch | 0.4051339285714285 | 0.3794621163010179 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,176,nan | nan | nan | nan | nan | 1.0 | 63.0 | nan | nan | M01_LDA_faced_30ch | 0.5133928571428571 | 0.461761106851874 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,177,nan | nan | nan | nan | nan | 1.0 | 64.0 | nan | nan | M01_LDA_faced_30ch | 0.4832589285714285 | 0.4276574033272907 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,178,nan | nan | nan | nan | nan | 1.0 | 65.0 | nan | nan | M01_LDA_faced_30ch | 0.4051339285714285 | 0.3521245258016781 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,179,nan | nan | nan | nan | nan | 1.0 | 66.0 | nan | nan | M01_LDA_faced_30ch | 0.3560267857142857 | 0.305564365881741 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
